OBJECTID,ResourceAgencyNum,PublicName,AltName1,AltName2,AltName3,AltName4,AltName5,AltName6,AltName7,AltName8,AltName9,AltName10,AltName11,AltName12,AltName13,AltName14,AltName15,AltName16,AltName17,AltName18,AltName19,AltName20,AltName21,AltName22,AltName23,AltName24,AltName25
2626,70808282,"Sunny Faces Day Care Centre - Sunny Faces Day Care Centre, Rivercrest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,70808279,"Sunny Faces Day Care Centre - Sunny Faces Day Care Centre, St Benedict",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2628,70809576,Sunnybrook Creche - Sunnybrook Creche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,70810672,"Sunnylea Child Care Centre - Sunnylea Child Care Centre, Sunnylea Junior School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,70810676,Sunnylea Co-Operative Nursery School - Sunnylea Co-Operative Nursery School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,70811305,"Sunnyside Day Care - Sunnyside Day Care, High Park Blvd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,70811302,"Sunnyside Day Care - Sunnyside Day Care, Keele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,70809773,Sunnyside Garden Day Care - Sunnyside Garden Day Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,70808665,Sunshine Kids - Sunshine Kids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,70810300,Super Kids Day Care Centre - Super Kids Day Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,73451475,Surrey Place - Augmentative Communication & Writing Aids Program (ACWA),Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,73451469,"Surrey Place - Autism Spectrum Disorders, Treatment Research and Education for Autism and Developmental Disorders (TRE-ADD)",Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,73451479,Surrey Place - Developmental Disabilities - Fetal Alcohol Spectrum Disorder (FASD) Clinic,Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,73451471,"Surrey Place - Developmental Disabilities, Blind-Low Vision Early Intervention Program",Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,73451473,"Surrey Place - Developmental Disabilities, Infancy and Early Childhood Program",Infant Development Program/ Early Intervention,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,73451477,Surrey Place - ON Autism Program - Single Point of Access,OAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,73451467,Surrey Place - Parents Helping Parents,Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,73451487,Surrey Place - Surrey Place,Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,73451485,Surrey Place - Surrey Place - Autism Spetrum Disorders - School Support Program,Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645,73451483,Surrey Place - Surrey Place - Developmental Disabilities - Adult Program,Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,73451481,Surrey Place - Surrey Place - Developmental Disabilities - Children and Youth Program,Blind Low Vision Program,Blind-Low Vision Program,Ontario Autism Program,Ontario Foundation for Visually Impaired Children,Toronto Autism ABA Services,Toronto Partnership for Autism Services,TPAS,TRE-ADD,Treatment Research and Education for Autism and Developmental Disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2647,70810364,Swansea Kids Place - Swansea Kids Place,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2648,69800242,Swansea Town Hall Community Centre - Swansea Town Hall Community Centre,Swansea Area Ratepayers Association,Swansea Area Seniors Association,Swansea Community Centre,Swansea Historical Society,Swansea Horticultural Society,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,68954965,Swim Drink Fish Canada - Lake ON Waterkeeper,OCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,69795460,Syme Woolner Neighbourhood and Family Centre - Community Services,CV19,Syme Woolner Neighbourhood and Family Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,70808698,Taddle Creek Montessori School - Taddle Creek Montessori School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,73024988,TAIBU Community Health Centre - Diabetes Education Programs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2653,73024990,TAIBU Community Health Centre - Sexual Health Clinics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2654,73024992,TAIBU Community Health Centre - TAIBU Community Health Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2655,72399934,Talk Shop Sexual Health Clinic - Talk Shop Sexual Health Clinic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2656,70809170,Tamarack Day Care Centre - Tamarack Day Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2657,65806101,Tarion Warranty Corporation - Tarion Warranty Corporation,HUDAC,ONHWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2658,69798967,Tax Clinics - Tax Clinics,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2659,70808349,Teach Me To Fly Preschool - Teach Me To Fly Preschool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2660,73450954,Teddington Retirement Residence - Teddington Retirement Residence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,70808239,Teddy Bear Academy - Teddy Bear Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2662,70811289,Teddy Bear Educare - Teddy Bear Educare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2663,69827221,teenlegalhelpline.org - teenlegalhelpline.org,Teen Legal Helpline,CBX,CBX2,"{T:[{CR:[{H:247,T:WS,D:www.teenlegalhelpline.org/}]}],A:[0,0,0,13,19,0]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2664,70810839,Temple Sinai Nursery School - Temple Sinai Nursery School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2665,73024769,Tendercare Living Centre - Tendercare Living Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2666,72721944,Terrace Gardens Retirement Residence - Terrace Gardens Retirement Residence,Revera Retirement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,70808950,Terraview-Willowfield Extended Day Program - Terraview-Willowfield Extended Day Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2668,70489070,Terry Fox Foundation - Local Run Organizing Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2669,65807861,Terry Fox Foundation - Terry Fox Run,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2670,70808369,"Terry Tan Child Centre - Terry Tan Child Centre, Bloordale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2671,70808372,"Terry Tan Child Centre - Terry Tan Child Centre, Eatonville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2672,70808725,"Tfs Canada International School - Tfs Canada International School, Jardin D'Eveil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,70808722,"Tfs Canada International School - Tfs Canada International School, Mildenhall Branch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2674,70808015,"The Beez Kneez - The Beez Kneez, Forest Hill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2675,70808018,"The Beez Kneez - The Beez Kneez, Lytton Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676,70808012,"The Beez Kneez - The Beez Kneez, Millwood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2677,70917162,The Castle Kinder Garden - The Castle Kinder Garden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2678,68954345,The Duke of Edinburgh's International Award - ON - The Duke of Edinburgh's International Award - ON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2679,70917067,The Giles School - The Giles School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,70808089,The Helene Comay Nursery School - The Helene Comay Nursery School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,70917150,The Junior Academy - The Junior Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2682,70916959,The Kinder Connection (Wilson) - Kinder Connection (Wilson),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2683,70808729,The Laurel School - The Laurel School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2684,70808714,The Mildenhall School - The Mildenhall School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2685,70808894,The Munchkin Manor Daycare and Early Learning Centre - The Munchkin Manor Daycare And Early Learning Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686,70808427,The Orchard Montessori School - The Orchard Montessori School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2687,71078000,The Pines Adult Day Centre - The Pines Adult Day Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2688,70811281,The Village Shul Tots Together - The Village Shul Tots Together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2689,70809875,Thomas Berry Early Learning and Child Care Centre - Thomas Berry Early Learning and Child Care Centre,COVID19 ,Covid-19 ,child care for essential workers,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,70807927,"Thorncliffe Park Day Care Centre - Thorncliffe Park Day Care Centre, Early Years Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,70807930,"Thorncliffe Park Day Care Centre - Thorncliffe Park Day Care Centre, School Age Program",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,73451064,Thornlea Walk-In and Virtual Medicine Clinic - Thornlea Walk-In and Virtual Medicine Clinic,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,70807591,Three R's Early Learning Centre - Three R's Early Learning Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,70808235,Three R's Schoolhouse - Three R's Schoolhouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,71084076,Thyroid Cancer Canada - Thyroid Cancer Canada,TCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2696,70807637,Tiago Avenue Community Child Care - Tiago Avenue Community Child Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,70810550,Tic Toc Day Care - Tic Toc Day Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2698,70807907,Tiki's Day Care Centre - Tiki's Day Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2699,70811053,Time For Play Nursery School - Time For Play Nursery School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2700,70810340,Timothy Eaton Infant and Toddler Centre - Timothy Eaton Infant and Toddler Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2701,70808997,Tiny Bumblebees Child Care - Tiny Bumblebees Child Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2702,70808661,Tiny Explorers Academy - Tiny Explorers Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2703,70917170,Tiny Hoppers Park Lawn - Tiny Hoppers Park Lawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2704,70808341,"Tiny Treasure Montessori Day Care - Tiny Treasure Day Care Centre, Burnhamthorpe Site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705,70808509,Tlc - Tender Loving Care (Cross St) - Tlc - Tender Loving Care (Cross St),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2706,69797635,TNO - The Neighbourhood Organization - Flemingdon Park Office,CV19,East York Housing Help Centre,East York/Flemingdon Park Housing Help Centre,LEAP,Low Income Energy Assistance Program,Newcomer Settlement Program,NSP,OESP,Ontario Electricity Support Program,Streets to Homes Follow up Program,The Neighbourhood Organization,TNO,Toronto Rent Bank,Winter Warmth Fund,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2707,69797641,"TNO - The Neighbourhood Organization - Multiservice neighbourhood centre, 45 Overlea Office",CCMP,Community Connections Mentorship Program,CV19,Early Years Centres,EarlyON Child and Family Centre,EYC,Growing Together,Host Program,Immigrant Settlement and Adaptation Program,Immigration Settlement and Adaptation Program,ISAP,OEYC,Over the Rainbow,The Neighbourhood Organization,TNO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2708,70809356,"Today's Child Tomorrow's Future - Today's Child Tomorrow's Future, Blantyre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2709,70809359,"Today's Child Tomorrow's Future - Today's Child Tomorrow's Future, Norman Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2710,70487985,Togetherall - Togetherall,BWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2711,73024773,Tony Stacey Centre for Veterans Care - Tony Stacey Centre for Veterans Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2712,70916967,Top Mandarin Day Care Centre - Top Mandarin Day Care Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2713,70916970,Top Mandarin Day Care Centre - Top Mandarin Daycare Centre-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,70809584,Topcliff Community Child Care - Topcliff Community Child Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2715,70808818,Torah Tots South - Torah Tots South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2716,71713711,TO ABI Network - TO ABI Network,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2717,69799707,TO and District Parent Co-operative Preschool Corporation - TO and District Parent Co-operative Preschool Corporation,PCPC,Toronto and District Parent Cooperative Preschool Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2718,72403886,TO Birth Centre - TO Birth Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719,71078157,TO Council on Aging - TO Council on Aging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2720,73451436,TO Finnish Canadian Seniors Centre - Suomi-Koti TO - Nursing Home,Finnish Canadian Seniors Centre,Suomi Koti Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,73451439,TO Finnish Canadian Seniors Centre - Suomi-Koti TO - Older Adult Centres,Finnish Canadian Seniors Centre,Suomi Koti Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,73451441,TO Finnish Canadian Seniors Centre - Suomi-Koti TO - Senior's Rental Apartments,Finnish Canadian Seniors Centre,Suomi Koti Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,73451443,TO Finnish Canadian Seniors Centre - Suomi-Koti TO - TO Finnish Canadian Seniors Centre - Suomi-Koti TO,Finnish Canadian Seniors Centre,Suomi Koti Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,71086337,TO Hearing Services - Hearing Services,West End Hearing Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,70811061,TO Hebrew Congregation / Holy Blossom Temple Preschool - TO Hebrew Congregation / Holy Blossom Temple Preschool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,69797722,TO Humane Society - TO Humane Society,Humane Society,THS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2727,73027013,TO Intergenerational Partnerships - Seniors Assistance Home Maintenance Program,Home Repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2728,73027011,TO Intergenerational Partnerships - Social Visiting,Intergenerational Partnerships,SAHM,SAINTS,Seniors Assistance Home Maintenance Program,TIGP,TIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,73027015,TO Intergenerational Partnerships - TO Intergenerational Partnerships,Intergenerational Partnerships,SAHM,SAINTS,Seniors Assistance Home Maintenance Program,TIGP,TIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2730,72721986,TO Paramedic Services - TO Paramedic Services,Toronto EMS (ambulance),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,71763709,TO Pflag - TO Pflag,Parents and Friends of Lesbians and Gays Toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,73451251,TO Public Health - Anonymous HIV Testing,CV19,Dinesafe,Healthy Babies Healthy Children,Healthy Smiles Ontario,HT1,Public Health,The Works,Toronto Health Connection,Toronto. Public Health,Toronto. Public Health Unit,TPH,"Works, The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2733,73451248,TO Public Health - Breastfeeding Support,CV19,Dinesafe,Healthy Babies Healthy Children,Healthy Smiles Ontario,HT1,Public Health,The Works,Toronto Health Connection,Toronto. Public Health,Toronto. Public Health Unit,TPH,"Works, The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,73451237,TO Public Health - Dental Services,CV19,Dinesafe,Healthy Babies Healthy Children,Healthy Smiles Ontario,HT1,Public Health,The Works,Toronto Health Connection,Toronto. Public Health,Toronto. Public Health Unit,TPH,"Works, The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,73451239,TO Public Health - Diabetes Prevention,CV19,Dinesafe,Healthy Babies Healthy Children,Healthy Smiles Ontario,HT1,Public Health,The Works,Toronto Health Connection,Toronto. Public Health,Toronto. Public Health Unit,TPH,"Works, The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
