OBJECTID,ResourceAgencyNum,PublicName,AlternateName,HdNumNew,HDNAMENEW,Category,MERGE_SRC,HoodName,HoodID
2097,71084240,Ontario Pharmacists Association - Ontario Pharmacists Association,OPA,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2098,71084244,Ontario Physiotherapy Association - Ontario Physiotherapy Association,OPA,152,Dunforest-Hollywood,General/Other,General/Other,Willowdale East,51
2099,71083973,Ontario Poison Centre - Ontario Poison Centre,OPC,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2100,68975780,Ontario Public Health Association - Ontario Public Health Association,OPHA,168,Ryerson,General/Other,General/Other,Church-Yonge Corridor,75
2101,69801084,Ontario Securities Commission - GetSmarterAboutMoney.ca,InspireFinancialLearning.ca,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2102,69801087,Ontario Securities Commission - Ontario Securities Commission,OSC,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2103,69800260,"Ontario Society for the Prevention of Cruelty to Animals, Scarborough Thrift Store - Ontario Society for the Prevention of Cruelty to Animals, Scarborough Thrift Store",Humane Society; Ontario Humane Society; Ontario SPCA; OSPCA; Society for the Prevention of Cruelty to Animals; SPCA,122,Birchcliffe-Cliffside,General/Other,General/Other,Birchcliffe-Cliffside,122
2104,67797130,Ontario Society of Occupational Therapists - Ontario Society of Occupational Therapists,CV19; OSOT,174,South Eglinton-Davisville,General/Other,General/Other,Mount Pleasant West,104
2105,71454852,Ontario Society of Registered Psychotherapists - Ontario Society of Registered Psychotherapists,,73,Moss Park,General/Other,General/Other,Moss Park,73
2106,65271411,Ontario Telemedicine Network - Telemedicine,OTN; Réseau Télémédecine Ontario; TBY,40,St.Andrew-Windfields,General/Other,General/Other,St.Andrew-Windfields,40
2107,68954833,"Ontario Trillium Foundation - Ontario Trillium Foundation, Toronto",,169,Bay-Cloverhill,General/Other,General/Other,Bay Street Corridor,76
2108,69042224,Ontario Women's Justice Network - Ontario Women's Justice Network,METRAC (host organization),95,Annex,General/Other,General/Other,Annex,95
2109,72102608,Ontario Wound Care - The Judy Dan Research and Treatment Centre,,35,Westminster-Branson,General/Other,General/Other,Westminster-Branson,35
2110,70089886,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Marit Stiles,CV19; Davenport Riding; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District,83,Dufferin Grove,General/Other,General/Other,Dufferin Grove,83
2111,70089883,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Michael Coteau,CV19; Don Valley East Riding; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District,149,Parkwoods-O'Connor Hills,General/Other,General/Other,Parkwoods-Donalda,45
2112,70089863,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Mitzie Hunter,CV19; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District; Scarborough-Guildwood Riding,140,Guildwood,General/Other,General/Other,Guildwood,140
2113,70089912,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Peter Tabuns,CV19; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District; Toronto-Danforth Riding,69,Blake-Jones,General/Other,General/Other,Blake-Jones,69
2114,70089929,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Raymond Cho,CV19; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District; Raymond Sung Joon Cho; Scarborough North Riding; The Honourable Raymond Cho,128,Agincourt South,General/Other,General/Other,Agincourt South-Malvern West,128
2115,70089880,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Rima Berns-McGown,Beaches-East York Riding; CV19; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District,64,Woodbine Corridor,General/Other,General/Other,Woodbine Corridor,64
2116,70089892,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Robin Martin,CV19; Eglinton-Lawrence Riding; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District,31,Yorkdale-Glen Park,General/Other,General/Other,Yorkdale-Glen Park,31
2117,70089918,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Suze Morrison,CV19; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District; Toronto Centre Riding,72,Regent Park,General/Other,General/Other,Regent Park,72
2118,70089945,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Tom Rakocevic,CV19; Humber River-Black Creek Riding; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District,21,Humber Summit,General/Other,General/Other,Humber Summit,21
2119,70089871,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Vijay Thanigasalam,CV19; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District; Scarborough-Rouge Park Riding,144,Upper Rouge,General/Other,General/Other,Rouge,131
2120,70089877,Ontario. Members of Provincial Parliament - Provincial Constituency Office - Vincent Ke,CV19; Don Valley North Riding; Legislative Assembly of Ontario; Member of Legislative Assembly; Member of Provincial Parliament; MLA; MLAs; MPP; MPPs; Provincial Electoral District,53,Henry Farm,General/Other,General/Other,Henry Farm,53
2121,68972597,"Ontario. Ministry of Children, Community and Social Services - Welfare Fraud Hotline",MCCSS; ,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2122,71105442,Ontario. Ministry of Community and Social Services - Huriona Regional Centre Record Information,HRC,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2123,68568967,Ontario. Ministry of Education - EarlyON Child and Family Centres - Location Finder,child and family centres; child care license; daycare license; daycare licensing; early years programming,165,Harbourfront-CityPlace,General/Other,General/Other,Waterfront Communities-The Island,77
2124,68971281,Ontario. Ministry of Francophone Affairs - Ontario. Ministry of Francophone Affairs,MAFO (le); MFA; Ontario. Ministère des Affaires francophones,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2125,73026588,Ontario. Ministry of Health - Assistive Devices Program,ADP; PAAF; Programme d'appareils et accessoires fonctionnels,36,Newtonbrook West,General/Other,General/Other,Newtonbrook West,36
2126,73026632,Ontario. Ministry of Health - Dental Care For Low-Income Seniors,Ontario Senior Dental Care; Ontario Seniors Dental Care Program; OSCDP,146,Malvern East,General/Other,General/Other,Malvern,132
2127,73026591,Ontario. Ministry of Health - Health Care Connect,Accès Soins; Find a Doctor; Health Care Connect; Health Care Connects; HealthCareConnect,146,Malvern East,General/Other,General/Other,Malvern,132
2128,73026623,Ontario. Ministry of Health - Health Care Options,Options de soins de santé,146,Malvern East,General/Other,General/Other,Malvern,132
2129,73026586,Ontario. Ministry of Health - Home Oxygen Therapy,HOT; Oxygénothérapie à domicile,36,Newtonbrook West,General/Other,General/Other,Newtonbrook West,36
2130,73026581,Ontario. Ministry of Health - Illegal Billing,Facturations illégales,78,Kensington-Chinatown,General/Other,General/Other,Kensington-Chinatown,78
2131,73026594,Ontario. Ministry of Health - Long-Term Care ACTION Line,Ligne ACTION des Soins de longue durée; LTC Action Line,146,Malvern East,General/Other,General/Other,Malvern,132
2132,73026626,Ontario. Ministry of Health - MedsCheck,Take your medication safely,146,Malvern East,General/Other,General/Other,Malvern,132
2133,73026617,Ontario. Ministry of Health - Ontario Health Insurance Plan,OHIP,146,Malvern East,General/Other,General/Other,Malvern,132
2134,73026597,Ontario. Ministry of Health - Ontario Naloxone Program for Pharmacies,Programme ontarien de distribution de naloxone en pharmacie,146,Malvern East,General/Other,General/Other,Malvern,132
2135,73026599,Ontario. Ministry of Health - Ontario Public Drug Programs,Drug Card; ODB; ODBP; Ontario Drug Benefit Program; PMO; Programme de médicaments de l'Ontario; Programmes publics de médicaments de l'Ontario,146,Malvern East,General/Other,General/Other,Malvern,132
2136,73026614,Ontario. Ministry of Health - Ontario's Fertility Program,Programme de procréation assistée de l'Ontario,146,Malvern East,General/Other,General/Other,Malvern,132
2137,73026611,Ontario. Ministry of Health - Pharmacy Smoking Cessation Program,Programme d'abandon du tabagisme offert en pharmacie,146,Malvern East,General/Other,General/Other,Malvern,132
2138,73026583,Ontario. Ministry of Health - Public Health Care,MDS; Ministère de la Santé; Ministry of Health; MOH,78,Kensington-Chinatown,General/Other,General/Other,Kensington-Chinatown,78
2139,73026629,Ontario. Ministry of Health - Radiation Health Response Plan,iodure de potassium; KI Pills; pillules KI; PISIRN; Plan d'intervention sanitaire en cas d'incident radiologique ou nucléaire; Potassium Iodide pills; RHRP,169,Bay-Cloverhill,General/Other,General/Other,Bay Street Corridor,76
2140,73026602,Ontario. Ministry of Health - Reports on Long-Term Care Homes,MDS; Ministère de la Santé; Ministry of Health; MOH,146,Malvern East,General/Other,General/Other,Malvern,132
2141,73026620,Ontario. Ministry of Health - Sexual Health Infoline Ontario / The Mainline,Ligne d'information SIDA et santé sexuelle; The Mainline,146,Malvern East,General/Other,General/Other,Malvern,132
2142,73026605,Ontario. Ministry of Health - Telehealth Ontario,Telehealth; Telehealth Ontario,146,Malvern East,General/Other,General/Other,Malvern,132
2143,73026608,Ontario. Ministry of Health - Trillium Drug Program,Le Programme de médicaments Trillium; PMT; Programme de médicaments Trillium; TDP,146,Malvern East,General/Other,General/Other,Malvern,132
2144,71096721,"Ontario. Ministry of Heritage, Sport, Tourism and Culture Industries - Ontario. Ministry of Heritage, Sport, Tourism and Culture Industries",,169,Bay-Cloverhill,General/Other,General/Other,Bay Street Corridor,76
2145,71094976,Ontario. Ministry of the Attorney General - Find an Ontario Court,Court Addresses; Courthouse Addresses; Find a Courthouse,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2146,69041804,Ontario. Ministry of the Attorney General - Local Planning Appeal Tribunal,LPAT; OCR,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2147,68209960,Ontario. Ministry of the Attorney General - Northern Region - Family Information Liaison Unit,FILU; Indigenous Justice Division; MAG; Ontario Family Information Liaison Unit,169,Bay-Cloverhill,General/Other,General/Other,Bay Street Corridor,76
2148,69042158,Ontario. Ministry of the Attorney General - Power of Attorney Kit Online,HT1; Victim Assistance Program; Vulnerable Victims and Family Fund; VVFF; VWAP,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2149,69041930,Ontario. Ministry of the Attorney General - Youth Justice Committee of Ontario,YJCs,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2150,68953188,Ontario. Ministry of the Solicitor General - Ontario Parole Board,Adult Community Corrections Services,84,Little Portugal,General/Other,General/Other,Little Portugal,84
2151,70626150,"Ontario.Ministry of the Attorney General, Hamilton Services - Ministry of the Attorney General, Hamilton Services",,170,Yonge-Bay Corridor,General/Other,General/Other,Bay Street Corridor,76
2152,71077858,OOS Medical (Ontario Ostomy Supply Ltd) - OOS Medical (Ontario Ostomy Supply Ltd),,128,Agincourt South,General/Other,General/Other,Agincourt South-Malvern West,128
2153,71096604,Operational Stress Injury Social Support Services - Operational Stress Injury Social Support Services,CV19; OSISS,146,Malvern East,General/Other,General/Other,Malvern,132
2154,73440767,Ophea (Ontario Physical and Health Education Association) - Ophea (Ontario Physical and Health Education Association),OPHEA; PARC,42,Banbury-Don Mills,General/Other,General/Other,Banbury-Don Mills,42
2155,70809638,"Orde Day Care Centre - Orde Day Care Centre, Contact Alternative School (Satellite)",,78,Kensington-Chinatown,General/Other,General/Other,Kensington-Chinatown,78
2156,70809635,"Orde Day Care Centre - Orde Day Care Centre, Orde Street Public School",,78,Kensington-Chinatown,General/Other,General/Other,Kensington-Chinatown,78
2157,70811017,Oriole Nursery School - Oriole Nursery School,,97,Yonge-St.Clair,General/Other,General/Other,Yonge-St.Clair,97
2158,71084036,Osteoporosis Canada - Osteoporosis Canada,,44,Flemingdon Park,General/Other,General/Other,Flemingdon Park,44
2159,72102692,Out of Bounds - Grief and Trauma Support,,24,Black Creek,General/Other,General/Other,Black Creek,24
2160,69296383,Outward Bound Canada - Outward Bound Canada,Residential Camp Programs,56,Leaside-Bennington,General/Other,General/Other,Leaside-Bennington,56
2161,71084040,Ovarian Cancer Canada - Ovarian Cancer Canada,National Office and Ontario Regional Office; NOCA,166,St Lawrence-East Bayfront-The Islands,General/Other,General/Other,Waterfront Communities-The Island,77
2162,71085954,Overeaters Anonymous - Central Ontario Intergroup - Overeaters Anonymous - Central Ontario Intergroup,OA,95,Annex,General/Other,General/Other,Annex,95
